age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
51,unknown,single,basic.6y,no,no,no,cellular,jul,wed,398,4,999,1,nonexistent,1.1,92.504,-47.7,3.186,5153.0
68,unemployed,married,university.degree,no,no,no,telephone,jul,mon,4558,7,0,3,nonexistent,-0.5,94.877,-44.4,3.33,5037.3
30,admin.,divorced,professional.course,no,yes,no,cellular,jul,thu,1190,7,999,1,nonexistent,1.0,94.628,-45.9,3.608,5060.4
71,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,3656,1,999,1,nonexistent,0.5,94.378,-39.6,1.266,5004.5
18,services,married,basic.9y,no,yes,no,cellular,jul,tue,4987,2,999,2,nonexistent,-0.8,92.624,-39.9,2.29,5005.9
51,blue-collar,married,professional.course,no,yes,no,telephone,may,fri,3359,8,999,1,failure,-0.5,94.766,-39.7,2.659,4970.9
46,housemaid,single,basic.6y,no,no,no,cellular,may,wed,1004,4,999,0,nonexistent,-1.4,92.687,-32.0,3.953,4995.2
65,admin.,divorced,university.degree,no,no,no,cellular,jul,wed,1855,8,999,3,failure,-1.5,94.812,-33.9,3.394,5015.6
64,unemployed,married,illiterate,no,no,no,telephone,aug,thu,4265,8,999,3,nonexistent,-2.1,94.392,-36.1,2.518,5197.9
30,self-employed,married,basic.6y,no,no,no,cellular,jun,mon,2516,7,999,0,nonexistent,-2.8,94.249,-39.8,2.356,5096.5
65,entrepreneur,single,basic.6y,no,no,no,telephone,oct,tue,2955,2,999,2,nonexistent,-3.1,94.996,-45.0,3.994,5153.7
66,entrepreneur,divorced,high.school,no,yes,no,cellular,jul,tue,1698,6,999,2,failure,-0.5,93.516,-42.5,2.983,5216.2
70,housemaid,married,professional.course,no,yes,no,cellular,jul,fri,1843,1,999,4,nonexistent,-0.4,93.196,-45.2,4.939,5101.0
78,entrepreneur,married,professional.course,no,yes,yes,cellular,oct,fri,4714,5,999,1,nonexistent,-2.1,94.551,-29.7,0.716,5094.1
46,management,single,basic.9y,no,yes,no,cellular,jun,mon,2399,4,5,0,failure,-1.9,94.174,-46.9,3.962,5205.0
56,entrepreneur,married,illiterate,no,no,no,cellular,jul,mon,1138,2,0,3,nonexistent,-1.2,93.975,-45.5,1.256,5087.0
41,blue-collar,single,basic.4y,no,yes,no,telephone,jul,tue,3289,5,999,2,failure,-2.1,93.026,-38.4,4.407,4995.6
43,entrepreneur,married,basic.6y,no,no,yes,telephone,jun,thu,957,1,999,0,nonexistent,-0.5,94.114,-30.5,1.81,5078.9
34,student,married,basic.6y,no,yes,no,telephone,oct,mon,3785,3,0,4,nonexistent,-0.4,92.939,-28.3,1.668,4992.7
24,admin.,married,university.degree,no,no,yes,cellular,may,mon,3432,7,999,4,nonexistent,-2.1,93.595,-36.6,2.9,5125.8
30,management,married,basic.9y,no,yes,no,cellular,jul,fri,150,4,999,1,failure,-0.2,93.069,-43.4,2.591,4968.8
22,services,married,professional.course,yes,yes,no,telephone,jul,fri,4820,7,999,2,nonexistent,-1.8,92.738,-26.9,1.978,5211.0
43,entrepreneur,married,high.school,no,no,yes,telephone,aug,fri,4368,7,999,4,nonexistent,-1.9,92.457,-35.6,2.023,5027.5
66,technician,single,professional.course,no,no,no,cellular,jun,thu,3544,6,999,1,failure,-0.4,92.409,-46.8,1.794,5106.4
20,technician,married,high.school,no,no,no,cellular,jul,tue,2496,3,999,2,nonexistent,-2.0,94.693,-33.6,2.424,5106.5
24,technician,divorced,high.school,no,no,no,telephone,aug,thu,4220,8,999,4,nonexistent,-2.2,94.034,-44.3,3.463,5018.4
75,entrepreneur,married,professional.course,no,yes,no,telephone,may,fri,2125,4,999,3,success,0.8,92.377,-40.3,2.59,5221.6
66,self-employed,single,university.degree,no,yes,no,cellular,jun,wed,4629,2,999,3,nonexistent,-1.8,94.705,-45.0,2.561,5070.3
56,unemployed,married,basic.6y,no,no,no,cellular,may,wed,2830,2,999,0,nonexistent,-1.0,94.01,-49.4,4.679,5020.4
70,student,married,high.school,no,yes,yes,cellular,aug,tue,4467,1,999,3,nonexistent,0.9,93.975,-29.8,4.656,5018.7
18,retired,married,university.degree,no,no,no,cellular,oct,fri,2622,1,15,3,nonexistent,-3.1,94.27,-49.6,2.625,5107.3
66,entrepreneur,married,basic.9y,yes,yes,no,telephone,jun,fri,417,1,999,2,nonexistent,0.6,94.039,-34.5,1.628,4984.9
79,self-employed,single,basic.9y,no,yes,no,telephone,oct,thu,2652,9,999,1,nonexistent,-3.2,93.436,-44.5,1.295,5183.7
34,unemployed,single,high.school,no,yes,no,cellular,aug,tue,2133,3,999,3,nonexistent,-0.6,92.543,-37.3,4.541,5008.6
60,retired,single,basic.6y,no,no,no,cellular,jun,thu,70,7,999,2,nonexistent,-1.3,92.776,-28.4,2.682,5225.6
42,housemaid,married,high.school,yes,no,no,telephone,jul,fri,3378,5,999,3,nonexistent,1.1,92.766,-30.5,3.949,5126.0
76,blue-collar,single,basic.9y,no,no,no,telephone,aug,mon,2793,7,0,4,nonexistent,1.3,94.223,-46.3,3.179,4997.7
78,student,single,unknown,no,yes,no,cellular,aug,wed,4977,7,999,2,nonexistent,0.8,92.635,-46.2,1.564,5220.7
20,entrepreneur,divorced,basic.9y,no,yes,yes,telephone,may,fri,4359,6,999,1,nonexistent,-0.4,92.886,-33.0,1.834,5106.3
32,admin.,single,professional.course,no,no,yes,telephone,oct,mon,3045,5,999,0,nonexistent,-2.1,93.882,-35.8,4.608,5132.8
46,management,married,unknown,no,yes,no,telephone,jun,wed,3328,9,999,1,nonexistent,0.7,92.213,-48.0,2.584,5038.1
70,admin.,married,basic.6y,no,yes,no,telephone,jun,mon,4184,7,999,0,success,-3.2,94.057,-36.8,2.991,5032.6
60,unemployed,married,professional.course,no,yes,no,telephone,jul,tue,2988,1,999,3,nonexistent,-2.5,93.759,-43.0,1.925,5032.7
49,admin.,single,unknown,no,yes,no,cellular,jun,mon,3630,8,999,2,nonexistent,-2.0,93.251,-46.9,2.684,5124.3
43,unknown,married,university.degree,no,yes,yes,cellular,jul,mon,3711,2,999,1,failure,-0.1,92.138,-28.5,4.168,5130.9
77,housemaid,single,unknown,yes,no,no,cellular,jun,tue,4567,5,999,4,failure,-0.9,92.693,-31.3,4.245,5170.0
33,management,married,university.degree,no,no,no,telephone,may,mon,2366,3,999,1,nonexistent,1.1,92.846,-44.3,3.241,5175.4
42,housemaid,married,university.degree,no,yes,no,cellular,aug,wed,745,5,999,0,nonexistent,-1.8,92.066,-32.3,2.236,5222.6
71,retired,married,unknown,no,yes,no,cellular,jun,mon,4602,8,999,3,nonexistent,-0.1,92.48,-41.0,0.721,5035.5
45,housemaid,married,unknown,no,no,yes,telephone,aug,mon,3783,1,999,2,nonexistent,-3.2,92.029,-39.4,2.391,5224.5
26,technician,single,basic.4y,no,yes,no,cellular,oct,tue,4737,8,999,3,nonexistent,-0.1,92.143,-31.9,0.838,5210.5
73,blue-collar,married,unknown,no,no,no,telephone,aug,wed,4191,2,999,4,nonexistent,-1.4,92.359,-48.3,1.822,5091.7
73,technician,single,university.degree,no,yes,no,cellular,oct,tue,1750,4,999,0,nonexistent,0.7,93.016,-42.3,2.27,5017.7
18,entrepreneur,married,high.school,no,yes,yes,telephone,jun,mon,3057,6,999,0,nonexistent,-0.4,93.033,-31.4,2.701,5147.3
46,retired,married,professional.course,no,no,no,cellular,may,tue,4969,8,999,0,nonexistent,-0.1,94.455,-35.5,4.358,5099.2
74,unknown,single,university.degree,no,no,no,cellular,may,tue,4578,6,999,3,nonexistent,0.6,93.643,-43.0,0.848,5209.2
39,self-employed,married,basic.6y,no,yes,yes,telephone,aug,mon,603,3,10,4,nonexistent,-3.2,92.171,-42.3,0.832,4971.3
33,retired,single,illiterate,no,yes,no,cellular,may,mon,2515,4,999,1,nonexistent,1.3,92.136,-28.7,4.399,5085.2
58,self-employed,single,unknown,no,yes,no,telephone,oct,fri,640,2,999,0,nonexistent,-2.4,93.038,-28.2,3.926,5175.6
68,blue-collar,single,university.degree,no,yes,no,cellular,may,mon,425,9,999,0,nonexistent,-2.5,93.99,-47.3,0.722,5036.7
61,housemaid,married,high.school,no,yes,no,cellular,may,mon,4039,9,999,0,nonexistent,0.4,93.661,-47.9,4.276,5027.5
68,housemaid,married,illiterate,no,no,no,cellular,may,fri,2026,7,999,0,nonexistent,-1.4,92.531,-31.5,3.051,5131.8
71,management,single,unknown,no,yes,no,telephone,jul,wed,1493,5,999,4,nonexistent,-2.4,93.531,-33.2,1.327,5221.6
58,entrepreneur,single,high.school,no,yes,no,cellular,jul,fri,3446,3,999,2,nonexistent,-2.5,94.489,-32.7,3.669,4974.5
24,admin.,single,illiterate,no,no,yes,cellular,aug,tue,2784,1,999,0,nonexistent,-2.7,92.61,-38.5,3.666,5159.2
31,services,married,illiterate,no,yes,no,cellular,jun,fri,855,6,999,2,nonexistent,-1.3,93.865,-45.8,4.028,5089.0
46,retired,married,high.school,no,no,no,cellular,jun,fri,1683,4,5,3,nonexistent,-3.1,94.766,-50.0,2.603,4972.0
36,retired,married,high.school,no,no,no,cellular,oct,wed,1184,2,999,3,nonexistent,-3.4,93.711,-45.3,1.953,5027.4
36,entrepreneur,single,high.school,no,yes,no,telephone,oct,thu,2648,7,999,1,nonexistent,0.5,94.678,-30.5,3.956,5077.7
19,technician,married,basic.6y,no,no,no,telephone,aug,wed,4856,2,999,0,failure,-0.7,92.625,-48.7,2.659,5024.2
58,student,married,basic.4y,no,yes,no,cellular,jul,fri,2723,2,999,3,nonexistent,-2.2,93.257,-43.1,3.179,5147.7
62,entrepreneur,single,basic.9y,no,no,no,cellular,may,tue,3271,8,999,4,nonexistent,-3.0,93.716,-34.7,3.722,5020.8
32,services,married,basic.4y,no,no,no,telephone,jul,tue,2767,8,10,4,nonexistent,-0.1,92.313,-49.0,2.133,5168.7
20,housemaid,married,basic.9y,no,no,yes,telephone,jul,thu,4647,8,999,2,nonexistent,0.5,93.718,-26.3,1.119,4962.0
28,self-employed,married,professional.course,no,yes,no,cellular,aug,mon,3098,4,10,4,nonexistent,-1.1,93.479,-34.0,2.504,5071.1
70,technician,married,unknown,no,yes,yes,cellular,jul,fri,3500,7,999,0,nonexistent,0.5,93.67,-38.8,3.681,5093.5
63,unknown,married,high.school,no,yes,yes,telephone,jun,mon,4169,8,999,3,nonexistent,0.9,94.304,-41.8,2.527,5211.7
47,unemployed,married,professional.course,no,no,yes,telephone,jul,tue,3479,9,999,3,nonexistent,-1.3,92.741,-28.2,2.396,4960.2
74,technician,married,professional.course,no,no,no,telephone,jun,mon,3102,2,0,3,nonexistent,1.1,93.4,-31.9,3.416,5002.1
57,unknown,married,unknown,no,yes,yes,telephone,oct,wed,274,7,999,0,failure,-2.7,93.463,-29.8,0.662,5141.2
35,management,married,basic.9y,no,yes,no,telephone,oct,wed,823,4,10,1,nonexistent,-0.3,94.206,-45.1,3.55,5117.2
68,blue-collar,single,basic.6y,no,no,no,telephone,aug,thu,2973,3,999,2,nonexistent,-1.3,93.83,-26.6,0.844,5077.3
65,services,married,high.school,yes,yes,no,cellular,may,mon,3032,6,999,4,nonexistent,-2.9,94.642,-49.8,4.98,5174.3
19,technician,married,illiterate,no,yes,no,telephone,jul,thu,3416,6,999,2,nonexistent,1.1,92.185,-33.9,0.625,5032.2
49,services,married,university.degree,no,yes,no,telephone,may,wed,1910,8,999,2,failure,0.4,92.777,-37.5,3.048,4995.8
25,unknown,married,unknown,no,yes,no,telephone,jun,wed,2997,6,999,3,nonexistent,-0.8,92.845,-34.5,4.454,5122.8
39,entrepreneur,married,illiterate,no,no,no,cellular,may,thu,1492,1,999,4,nonexistent,0.2,94.508,-29.9,4.069,5104.9
23,unemployed,married,unknown,no,no,no,cellular,jul,wed,1323,5,999,2,nonexistent,-1.1,92.271,-45.4,3.527,5094.7
29,self-employed,single,illiterate,no,yes,yes,cellular,may,mon,3905,7,0,3,nonexistent,-0.6,94.509,-36.9,0.889,5112.2
64,self-employed,married,professional.course,no,no,no,cellular,may,fri,4916,3,999,0,nonexistent,-2.4,94.164,-26.2,2.703,5080.2
74,unemployed,single,basic.4y,no,yes,no,telephone,may,fri,4667,9,999,3,nonexistent,-1.1,92.591,-27.3,3.855,4992.0
57,retired,married,illiterate,no,no,no,cellular,aug,wed,202,3,999,3,nonexistent,-2.4,94.011,-48.7,3.636,5110.4
53,housemaid,married,high.school,yes,yes,no,telephone,may,fri,2648,6,999,0,nonexistent,1.2,92.582,-31.4,3.498,4963.4
32,retired,married,illiterate,no,no,yes,cellular,jul,fri,2528,2,999,4,nonexistent,-1.3,92.843,-28.9,3.522,5213.9
45,technician,single,basic.6y,no,yes,no,telephone,jul,fri,2152,4,999,4,nonexistent,-1.4,94.016,-33.9,4.2,5191.1
69,blue-collar,married,high.school,no,yes,no,cellular,may,wed,3674,2,999,4,nonexistent,1.2,92.866,-46.6,3.734,5029.5
74,unknown,married,university.degree,no,no,no,cellular,aug,fri,717,9,999,1,nonexistent,1.1,92.157,-43.7,1.455,5054.1
66,retired,married,university.degree,no,yes,yes,cellular,jun,thu,3894,2,999,2,nonexistent,0.1,93.061,-45.6,1.659,5139.7
62,retired,married,professional.course,no,no,no,cellular,may,thu,1086,8,999,3,nonexistent,0.2,93.909,-37.5,1.341,5157.3
35,retired,divorced,illiterate,no,yes,no,cellular,aug,fri,4200,4,15,1,success,0.9,92.571,-42.2,2.043,5153.7
19,services,married,basic.4y,no,yes,no,cellular,oct,tue,4670,2,999,2,nonexistent,1.2,94.396,-44.5,3.306,4973.2
30,entrepreneur,single,professional.course,no,no,no,telephone,jul,tue,272,7,999,3,failure,0.8,92.378,-37.8,3.671,5106.0
62,blue-collar,single,basic.6y,no,yes,no,cellular,oct,thu,1136,4,999,4,nonexistent,-3.3,94.074,-38.7,1.65,4978.5
71,unknown,married,basic.9y,no,yes,no,telephone,jul,thu,3307,9,999,0,nonexistent,-0.2,92.973,-43.0,2.575,5071.3
32,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,365,2,999,1,nonexistent,1.2,93.674,-45.6,1.9,5196.5
37,management,single,basic.4y,no,yes,yes,telephone,aug,wed,4557,8,999,0,nonexistent,-2.3,94.812,-42.9,2.12,5163.4
46,services,married,university.degree,no,yes,yes,telephone,jun,thu,1485,1,999,4,nonexistent,-0.8,94.943,-40.6,2.57,5194.7
76,technician,married,basic.6y,no,yes,no,cellular,oct,fri,4463,4,999,2,nonexistent,1.4,93.592,-46.0,4.555,5100.8
59,blue-collar,single,basic.6y,no,no,yes,telephone,aug,thu,1608,3,999,0,nonexistent,-0.7,92.425,-36.5,1.785,5170.7
46,self-employed,single,illiterate,no,no,no,telephone,oct,thu,4929,9,999,0,nonexistent,-1.8,94.563,-35.6,4.907,5077.3
20,blue-collar,single,university.degree,no,no,no,telephone,may,fri,3812,4,999,2,nonexistent,0.2,94.217,-43.6,2.147,4970.9
36,student,single,professional.course,no,no,no,telephone,oct,fri,3332,5,5,1,nonexistent,1.3,93.552,-44.0,1.072,4991.2
20,student,married,university.degree,no,yes,no,cellular,jun,mon,735,3,999,1,failure,-3.0,92.921,-38.7,2.644,5114.3
71,retired,married,illiterate,no,yes,no,telephone,jun,wed,2440,2,5,3,nonexistent,-2.8,93.401,-40.1,3.347,5051.9
31,retired,married,professional.course,no,yes,no,telephone,may,mon,1131,8,999,3,nonexistent,-0.6,93.026,-46.5,1.055,4984.8
57,unemployed,single,university.degree,no,yes,no,cellular,aug,mon,451,9,0,4,nonexistent,0.3,94.24,-28.2,1.688,5154.7
76,student,divorced,professional.course,no,yes,no,telephone,oct,mon,2498,8,999,2,nonexistent,0.3,94.229,-42.0,1.666,4989.8
72,unknown,married,illiterate,yes,no,no,cellular,oct,mon,3110,3,999,2,nonexistent,-0.9,92.024,-35.1,1.824,4964.2
79,unknown,married,basic.9y,no,no,no,cellular,oct,mon,1655,1,999,3,nonexistent,1.2,92.368,-45.7,0.906,5004.2
21,management,married,high.school,no,no,yes,cellular,aug,thu,733,2,999,1,nonexistent,-0.3,93.555,-40.9,1.885,5045.2
76,self-employed,single,high.school,no,yes,no,cellular,jun,mon,3300,7,999,1,nonexistent,-1.1,94.477,-45.8,1.764,5213.7
77,technician,married,professional.course,no,yes,yes,cellular,may,fri,2391,9,999,3,nonexistent,-0.7,94.87,-29.6,2.297,5182.7
69,unemployed,married,professional.course,no,no,no,telephone,aug,wed,1216,2,999,2,nonexistent,0.5,93.883,-36.0,4.949,5152.0
28,housemaid,divorced,unknown,no,no,no,telephone,may,tue,1679,6,999,0,nonexistent,0.9,92.982,-39.0,1.671,5134.2
75,housemaid,single,unknown,no,no,no,telephone,jul,tue,3282,9,5,0,nonexistent,0.6,92.689,-47.1,3.13,5152.5
48,services,married,basic.9y,no,yes,no,telephone,may,thu,1110,4,999,4,nonexistent,-0.6,94.537,-47.0,2.326,5165.2
60,management,divorced,illiterate,no,no,no,cellular,jul,mon,1697,5,999,1,nonexistent,-3.1,94.578,-31.8,3.263,5228.2
49,management,married,high.school,no,no,yes,telephone,may,fri,3684,8,0,2,nonexistent,0.1,93.497,-39.3,3.683,5109.0
44,technician,married,basic.9y,no,yes,no,telephone,jul,tue,2703,5,999,1,nonexistent,0.2,93.537,-43.6,4.017,5024.7
47,blue-collar,married,unknown,no,yes,no,cellular,oct,mon,4392,5,999,0,nonexistent,-3.0,92.653,-49.0,4.845,4968.6
60,housemaid,single,unknown,no,no,no,cellular,aug,tue,4191,4,999,2,nonexistent,-1.9,93.378,-35.1,2.282,5033.9
19,blue-collar,single,basic.6y,no,yes,no,cellular,oct,tue,2594,7,999,3,nonexistent,-3.0,93.869,-34.3,0.657,5103.2
79,blue-collar,married,university.degree,no,no,yes,telephone,jun,mon,1218,3,999,0,failure,-1.4,93.136,-44.2,3.206,5045.6
66,management,divorced,unknown,no,yes,yes,cellular,aug,wed,3902,5,999,0,nonexistent,-0.8,94.667,-41.6,0.866,4987.1
26,blue-collar,married,high.school,yes,yes,no,telephone,oct,wed,2707,8,999,2,nonexistent,-2.6,94.633,-46.7,1.42,5177.3
45,housemaid,single,professional.course,no,yes,no,telephone,may,thu,4172,9,999,1,nonexistent,-0.5,94.775,-49.7,3.972,5113.7
48,self-employed,single,illiterate,no,yes,no,cellular,aug,fri,1101,7,999,0,nonexistent,0.3,92.079,-39.5,1.801,5075.5
77,admin.,married,basic.4y,no,yes,no,telephone,may,mon,1879,7,15,4,failure,0.8,92.298,-27.2,2.498,5062.6
51,blue-collar,married,unknown,no,no,no,telephone,oct,tue,1882,7,999,0,success,0.8,92.33,-33.2,1.088,5124.0
78,technician,single,basic.6y,no,no,no,telephone,aug,wed,3633,1,999,1,nonexistent,-0.2,93.768,-29.9,1.658,5114.2
73,entrepreneur,married,university.degree,no,no,no,telephone,oct,fri,4644,9,999,3,nonexistent,-0.1,92.485,-28.0,4.255,5193.8
32,retired,single,basic.4y,no,yes,no,telephone,jun,fri,1625,3,999,0,nonexistent,-2.8,93.512,-49.2,1.2,5060.5
65,technician,married,basic.9y,no,yes,no,cellular,oct,mon,2292,4,999,2,nonexistent,-2.3,94.447,-49.3,3.383,5207.7
42,student,single,university.degree,no,yes,no,telephone,jun,mon,2732,5,999,1,nonexistent,1.2,94.086,-46.8,3.565,5126.2
53,housemaid,married,basic.9y,no,yes,no,telephone,oct,mon,4094,5,999,0,nonexistent,1.4,92.795,-36.5,0.833,5113.6
25,entrepreneur,married,basic.9y,no,yes,no,telephone,aug,wed,4382,8,5,3,nonexistent,-3.3,93.662,-49.7,2.231,5096.4
26,unknown,married,professional.course,yes,no,no,cellular,may,thu,2119,3,5,2,failure,0.3,93.856,-48.3,2.433,5149.5
75,retired,single,basic.9y,no,yes,no,telephone,aug,thu,931,4,999,4,failure,-0.4,93.248,-40.1,1.162,5135.9
75,unemployed,married,unknown,no,yes,no,cellular,oct,thu,733,6,999,0,nonexistent,-3.2,92.439,-38.0,1.543,5150.5
54,technician,married,basic.4y,no,yes,no,cellular,oct,fri,2228,7,0,0,nonexistent,-0.6,94.612,-46.6,1.385,4986.9
65,entrepreneur,divorced,basic.6y,no,yes,no,telephone,oct,fri,158,4,999,1,nonexistent,-0.6,94.66,-28.7,4.456,5169.2
62,admin.,single,illiterate,no,no,no,cellular,jul,wed,2722,2,999,3,nonexistent,-1.8,94.448,-32.9,4.865,5065.0
79,housemaid,married,unknown,no,no,yes,cellular,jun,mon,420,1,999,1,nonexistent,1.0,94.591,-43.8,2.317,5015.3
56,self-employed,divorced,professional.course,no,yes,yes,cellular,may,mon,3822,9,0,4,nonexistent,1.4,94.017,-37.9,2.406,4965.5
49,services,single,basic.6y,no,no,no,cellular,jun,tue,1085,9,999,4,nonexistent,1.0,93.234,-48.4,1.125,5155.5
75,management,married,basic.9y,yes,yes,no,telephone,oct,tue,166,6,999,0,failure,-3.4,92.346,-38.6,4.898,5182.6
69,admin.,married,high.school,no,yes,yes,cellular,oct,tue,246,7,999,4,nonexistent,-2.3,94.434,-41.8,1.038,5058.3
34,student,single,university.degree,no,yes,no,cellular,jun,fri,1883,7,999,2,nonexistent,-0.8,92.807,-27.7,1.232,5009.3
52,unknown,single,professional.course,no,no,no,telephone,jun,thu,3839,1,999,0,failure,0.4,92.516,-31.7,3.4,5068.4
54,management,married,basic.9y,no,yes,no,cellular,jun,wed,1383,6,999,2,failure,-2.9,93.186,-41.1,1.227,5014.3
36,self-employed,married,professional.course,no,yes,no,cellular,jul,thu,2397,7,999,4,nonexistent,-0.7,93.985,-46.0,3.388,5154.3
61,admin.,married,high.school,yes,yes,no,cellular,jun,mon,3485,8,0,1,failure,-2.3,93.701,-26.7,1.66,5226.4
46,retired,married,illiterate,no,yes,yes,cellular,oct,tue,424,9,999,0,nonexistent,-1.5,93.621,-29.9,3.56,4972.3
76,entrepreneur,married,basic.4y,no,no,yes,cellular,may,thu,2702,6,999,1,nonexistent,1.1,92.368,-41.9,1.671,5070.9
24,housemaid,married,unknown,no,no,yes,telephone,aug,mon,2696,2,999,0,failure,-1.7,92.458,-39.8,4.083,5128.9
45,entrepreneur,single,basic.4y,no,no,no,telephone,jun,tue,2033,1,999,1,nonexistent,-0.4,92.057,-36.3,2.207,5015.4
26,blue-collar,single,university.degree,no,no,no,cellular,jun,thu,3491,7,999,3,nonexistent,-2.5,92.746,-42.4,3.111,5164.3
45,technician,married,basic.4y,no,no,no,cellular,jun,thu,3699,5,10,0,nonexistent,-3.0,93.647,-44.9,4.797,5178.5
23,student,married,illiterate,no,yes,no,telephone,may,thu,1968,8,999,0,nonexistent,1.0,92.371,-34.3,4.51,5010.5
46,blue-collar,married,unknown,no,yes,no,telephone,jun,tue,4108,1,999,2,success,1.4,92.472,-27.5,4.11,5086.6
75,blue-collar,married,unknown,no,yes,yes,cellular,jun,fri,2778,7,999,3,nonexistent,-3.3,94.262,-45.5,2.355,5219.1
34,student,divorced,illiterate,no,yes,yes,telephone,jun,tue,3601,1,999,1,nonexistent,-1.1,92.849,-41.8,1.431,4963.3
33,technician,single,high.school,no,yes,no,telephone,may,wed,1031,9,999,3,nonexistent,-3.1,93.925,-48.7,4.471,5194.5
40,retired,married,basic.6y,no,no,no,telephone,aug,tue,1083,2,999,1,nonexistent,-0.8,94.881,-33.9,3.914,5069.7
48,unknown,married,illiterate,no,yes,no,cellular,oct,thu,4979,9,999,0,nonexistent,0.3,94.502,-30.8,3.191,4989.5
20,unemployed,married,high.school,no,no,no,cellular,may,mon,4759,6,0,2,nonexistent,-1.2,94.759,-42.5,2.749,5194.6
38,technician,single,high.school,no,yes,no,cellular,jun,mon,555,4,999,1,nonexistent,-2.4,94.669,-46.9,2.902,5193.3
43,housemaid,married,basic.9y,no,yes,no,telephone,jul,thu,103,4,999,0,nonexistent,-0.7,92.245,-34.4,3.176,5133.3
53,entrepreneur,single,illiterate,no,yes,yes,cellular,may,fri,4542,4,999,4,nonexistent,-2.3,93.945,-38.7,3.642,4990.3
59,retired,single,basic.4y,no,yes,no,telephone,jun,fri,1458,9,15,4,nonexistent,0.7,94.413,-37.5,3.367,5207.2
54,services,married,professional.course,no,yes,no,cellular,jun,tue,1235,5,999,4,nonexistent,0.3,93.103,-41.4,4.777,5193.1
70,unemployed,single,unknown,no,yes,no,cellular,oct,tue,1250,2,999,0,nonexistent,-0.6,92.252,-27.3,2.843,5196.7
39,entrepreneur,single,university.degree,no,yes,no,telephone,may,mon,3581,4,999,0,nonexistent,-1.4,92.151,-39.6,3.703,5078.6
79,retired,single,basic.6y,no,yes,no,cellular,may,thu,1447,5,999,1,nonexistent,0.7,93.012,-38.2,1.047,5208.9
59,technician,divorced,unknown,no,no,no,telephone,oct,thu,3068,3,999,2,nonexistent,-0.1,94.399,-44.5,3.709,5004.3
29,student,married,professional.course,no,yes,no,cellular,jul,tue,1774,1,999,1,failure,-0.2,94.116,-42.7,1.18,5192.0
59,technician,married,basic.9y,no,no,no,cellular,jul,wed,2452,9,999,3,nonexistent,-0.1,94.237,-29.0,0.764,5054.3
78,unemployed,single,illiterate,no,yes,yes,telephone,aug,tue,288,2,999,0,nonexistent,-2.8,92.271,-48.1,3.699,5192.7
30,services,single,basic.9y,no,yes,no,telephone,aug,tue,3944,1,999,0,nonexistent,-0.6,92.55,-44.4,3.571,5088.7
28,retired,divorced,basic.6y,no,no,no,cellular,oct,fri,1900,8,999,2,nonexistent,-1.7,94.124,-38.6,2.553,5047.0
71,unknown,married,professional.course,no,no,no,telephone,may,tue,4862,2,999,1,nonexistent,-1.5,94.94,-46.2,3.962,5159.4
33,housemaid,single,basic.6y,no,no,yes,cellular,jun,tue,54,7,999,1,nonexistent,-0.8,92.51,-29.5,1.987,5089.9
25,technician,married,basic.6y,no,yes,no,cellular,jul,wed,1856,1,999,0,nonexistent,1.4,93.166,-33.2,2.305,5095.3
57,retired,married,basic.4y,no,yes,no,cellular,may,mon,3384,8,999,4,nonexistent,0.9,93.27,-31.4,1.853,5115.7
76,entrepreneur,married,illiterate,no,no,yes,telephone,aug,mon,2373,1,999,1,nonexistent,1.4,94.622,-33.2,0.738,5188.5
74,services,married,professional.course,no,yes,no,telephone,jul,tue,4237,5,15,3,nonexistent,0.5,92.443,-34.0,2.131,5216.6
57,housemaid,married,basic.4y,no,no,no,cellular,jun,thu,219,7,999,4,nonexistent,-2.8,93.096,-39.8,4.853,5070.8
62,retired,single,unknown,yes,yes,no,cellular,aug,tue,4735,7,999,4,nonexistent,-2.7,93.274,-39.8,1.457,5122.6
76,admin.,married,basic.4y,no,yes,yes,telephone,jun,fri,1958,1,999,1,nonexistent,-2.3,92.214,-35.3,2.788,5081.1
19,technician,married,unknown,no,yes,no,cellular,aug,wed,1302,7,999,4,failure,1.4,94.1,-45.7,3.633,5090.9
47,unknown,married,university.degree,no,no,no,cellular,jun,tue,2730,1,999,3,failure,-1.0,94.771,-46.2,0.658,5164.6
47,unemployed,married,basic.4y,no,yes,no,telephone,jul,mon,870,3,0,1,nonexistent,0.3,94.377,-49.5,1.41,5160.6
29,services,divorced,high.school,no,no,no,cellular,oct,tue,3255,2,999,2,failure,0.3,92.43,-43.3,2.506,5142.7
27,housemaid,married,basic.9y,no,yes,yes,telephone,jun,wed,1168,2,999,1,nonexistent,1.3,92.774,-48.6,1.972,5025.2
61,housemaid,married,basic.9y,no,no,no,telephone,jul,wed,1017,2,999,0,nonexistent,-3.0,93.509,-27.7,2.155,5167.2
28,unemployed,single,high.school,no,yes,no,telephone,may,thu,4147,8,999,2,success,-3.0,92.347,-46.9,1.419,5194.9
32,blue-collar,single,unknown,no,no,no,cellular,may,thu,3206,3,999,1,nonexistent,0.3,93.688,-43.0,4.35,5215.6
